public_id	predicted_rating
122653045997905671927713471889615536378	false
275389285957305997321446227088442471741	false
333248764296609831067233855420575814716	false
264019763253447756851916399533799891538	false
158073737187690682830899773280916034317	false
104668593793347563618573389721561849271	false
285745438442578180936789861954628585938	false
142500044244587305036676237978793639344	false
240988184127263059916419185466606679317	false
212759982338406281914383909445151155412	false
105645043441064927518702590597259707996	false
76881083037647311398413427781828202795	false
267790766862268510261788753813859451354	false
124010988732731306866206608100274948958	false
43676147105425797478940064230863031145	false
43575447604673646481094151930617813921	false
303884933116057524070918302367133574254	false
41301074241283881671743762975670417063	false
140198032560885096183448016115491461747	partially false
285957877213079161020337624672032962390	false
166015129194195039443590558050140119376	false
11782079677089276967280378435037649080	true
136855968142801583670652206528736253201	false
189140268904961331849855944986596165082	true
103843785117134471905351170640978835255	true
280798488345158329065130657809075577898	partially false
309117208885088011567108342771072045227	false
3297100985334601748390533387428469265	true
70690477554397120206171903394253119775	true
150901752055902164703765577887183709014	false
55952114730044251136497135561217241920	false
201914460179975751683603402664338251598	false
297513102803273042738522945144353786894	partially false
277549316187144683426262555595907153054	true
67971979977764391903509744559553853100	true
187050988280936493805484655300903071335	true
73000635054614803805024014310144658440	true
136020206451587331653930997829967965195	true
83171825180047780686864594352124557514	true
279813052322333587151349001293720817336	true
79455199518594775107899581717295547117	partially false
252889991570120465878411541707198248164	true
42064890795111172674373473085738388215	true
244835145053545660365643759223246279254	false
244502204019734409827106049014504120078	true
313121041383375279275272363102204809958	false
301605319124445546395431745986261082923	false
281738133669911621490199782654990209340	true
45171633289509587609257748540255020439	true
54362275515758114571300170593285004556	true
122971623353409252549758093405184822544	false
140074128214342611920862187661871154612	true
158094626510641166901719935425753221381	false
188361334812179154173163155248577129969	true
126739491425003154874624756898445184759	true
328343318343078310545820219316669118135	true
340222199601518208928389011794951636825	true
147873413045255424343064491280404279426	true
94523179572867416180887462371886856030	false
257142174031913257178169900421852852669	false
46125355773213769582924040020396756417	true
81557757968091227409093030375865188805	false
101665004310922752328234675970920340805	false
171699802636042112258398211502739498580	false
184609832009703729195572089494700979116	partially false
327084572524003327358565558350010027756	false
120896213813020732533266021755495759889	true
44288234086037359267154519537717488809	true
322295042847360888971401455397128782232	false
56902930518333243256833709884297556468	false
266200333181699561620984963472469348010	true
194239995826679500599570113286837775636	false
325920641685975778234848520501937191821	false
272025269798413506779040984250312760051	true
315034030742623057078783728548573365409	partially false
320556119772223156435569186447453486073	partially false
169240787924948916094828378584375753859	partially false
330410406993050000414374130034289094106	true
257610270721076388300933215789377693839	false
220711724164883564605517914527897594743	partially false
317355157742103975136926845356516613847	partially false
21401217621815855303893518374280818701	false
54361187894539315250751876743979385316	true
240178795474820397329296098540967725526	partially false
271429858150461644823058958655330103268	partially false
118493736391039779464650400996285038769	false
152560620072367015359812149597447873853	false
58043135057254945490991034268901968178	true
182499364427885132199058835612064246673	partially false
151839726124589967947469415450837062750	false
66063238126496970249440152972548709093	false
330277431632902848694825617762290252330	false
12781028467453988202032181761691627625	true
202295815275784149521566705205808542208	true
319654188447317823407773321547796952365	false
88256910189474760694260871425503562851	partially false
141835434766118978475034015130763524598	false
66642510102856627872174890305410757120	false
34453145743404727629510815052032797529	true
136777197726369964590839264019021680241	false
279864553023703424160751936010544425169	false
225788832014292673213517349096635596014	false
296252994926809478914241820826158998957	false
43139484163498428641626432579615030454	false
90441816400320113167399611573580321697	false
272551099392675324731306423016944451154	false
229033402063228581832257061870133548257	false
64955151652169393233872991125098602037	false
50020916658535433614370090131741701786	false
153863132524282001349393245564535199790	false
176303560892511009234462993720602674020	false
295606730176720577672067817985311322786	false
242567418903956106158115645285303044263	false
185777463905968850954797946252673945351	false
262317359561421271503099608322563979616	false
168630167933794745497863382647998652761	false
175396946461752820260927296582271649765	false
128673969544887014112874722250225160398	false
297591580895689425849373477117422711589	false
160429690561290892893444429613585961776	false
167282208584189593961208697574617768921	false
153413353294637456778770852368236678845	false
185100236658122622816126035101099568761	false
29463835989498433505752090283994950362	false
71465818369133525103169660454595385002	false
234242797683800776876719382265426554314	false
54153657768533122165913673596265898436	false
160041499387201398371320513885789589546	false
121134728971857760974547929716810845044	false
298272236916191730195737553991367923554	false
70381320899994011341848710488105363451	false
172223136702594931902136373660943264896	false
8825261844302801006406242049613520913	false
7680489079867068140564496336735896469	false
54688712778267922348610211453294770038	false
104589037423075649302005675867157134816	false
73257020784251766433168305588037078557	false
139924374180619967196409555904041689472	false
76843441503493252304942628948139343325	false
152268304197102830214965820369934196688	false
266395614791875836926396928370420406227	false
258829309535425276350763149382498653744	false
225477679296468901121622447952821522587	false
96937410132542135152629626396821026387	false
195567146821647531237035109042014655536	false
204168055253944555338677855725036860837	false
280977318860461965401681159973190647886	false
28070735176737195652540407892504944071	false
218269668526748655502263047268775987406	false
295099546017208951882229164960862333039	false
261076908714584999386249878156498941652	false
217714544750618669790295832224878060205	false
144243934266366015992482948123848406077	false
140615991677165626931956511158469404447	false
224310754201493812089877826895140661584	false
222271694865032530503017954545610239872	false
276500317175522700925880585911681761188	false
129001368288934163726698146308431990346	false
311812003216525575040861703796741201657	false
154677032441099570057515460839906440707	true
60684424003241906420623418772907546149	false
39310041483877003275003860085912868357	false
293725483756923404068028228405236195310	false
250413130058349215829781715212948375970	false
37165697376437806696576651574029019912	false
125165025622788100125961061978844768119	false
237087045383621242876477920614769301172	false
305956420609167922561995105825347901531	false
80510579290994896496427430769383439164	false
264932835106466579217405976017151419901	false
103422510407799292520953641957755654868	false
177643459121484534194087383375687678276	false
132412250888722078550977673310446475543	false
247883841026010027746462709883737431887	false
335708420951434500580346070461514755495	false
29227198939591234440940676358425133405	false
279695524963028134380587749147637744676	false
326088842909445644882716078363538161821	false
42978290256739087946697425240435980877	false
153348902846275999041557698022014748265	false
171737832406462997098716652637979231545	false
328463177050754013970155943815641257566	false
195189102587797754971974785843520314580	false
167099705799622283015006314379141300911	false
290564535023054991384338231225891308668	false
255514464029960534234253904204791665635	false
105625103119574386858328487241855757744	false
221798654526899691732312729175952308751	false
307887265916520394827651385155873095537	false
122832090577316051288627864330915724275	false
188370541771676804891934827803373903807	false
176970782792256200088732947547586213192	false
56345734238127361345920267054928193610	false
17061664237497551788510926774046859803	false
40325608553279412942223931290845696333	false
106244005164715375334181175058408459957	false
202064840712715883075385547782622541587	false
243998263705706276830418910116426707794	false
249033372590462701657603465523093001287	false
198186879881781424386990873167435676098	false
200049446239665258541118918005789068501	true
230821740422546858440102056159986733057	false
196098035710377202392543265749638365880	false
173184581265855895874258689419970282073	false
223070855195192789943992369960732560189	false
296749372221411134003498486599719354987	false
165902892072150497442532050464583835900	false
55834905205582849894167144003123161105	false
320121330391538880747631953933636049560	false
203501468961702836751927274155161161053	false
228426374083869574289835770924944868963	false
322398515306217013068707611767979325075	false
119854572501256103021949330473558516431	false
141014671670367035124127475663661746096	true
5897919069674219553715137288142707545	partially false
148832475918001573446788751667410446396	true
250010888917280763402027641193104979244	false
234914447320333363348498339220413315079	true
185831553747074864568648308312369873583	false
211149056661321973340295310392715288275	partially false
216731662082457846858965475593790727125	false
26108250868377124843538829549317214695	false
174143607709671540943758091067431545747	other
306019443667925425774090865549587971005	true
281399759898937811952217290761054542063	partially false
276636478297642485712799006348928474203	partially false
15620225762599030713069429847024020801	partially false
265405875107666891812352990602690452684	true
249031249590150113839076921899876940411	true
60583868455018560532347937581721094120	false
233238683355028709590047045417625638315	true
164875171000985424656123266880071428516	partially false
200462467340069812815018096410325351061	other
43357230460473537121883896667477651973	true
181877206716057755313284221062440909872	partially false
333999431339739074662336249108933673377	true
65454706643708193448812530100053385914	true
110580932673915187547087205897128453203	true
249507186310423246082677620736850480607	true
35726767673806851858499389216096243775	true
188872301763252244735155553753014906341	false
180825809422023326749205504588279799909	true
199914976943636054569633459172588128699	false
112470713217503327828111653392019766469	false
75714273335803486870707476272699141063	true
189465790522995760499897345329877658227	true
136877672540866039935562506754237172175	true
157679702758490264555844801457701517025	true
229933014351484742609876974475903839503	false
290429119439888338646144751920853782689	true
307151533892901483648643944423164905471	true
78089270084190228148145667368349644781	true
236850591261589404854923733544255806987	true
202564613070145863529000448872806171501	true
264800977996672429377733770120049387899	true
322850768731777118990804548640813766979	partially false
269437094777859855526235773701930631244	true
4826262642585027064268759330381904252	true
305082578420036996653771172521784758070	true
327889840006369895762789388470637485543	true
227951125519453043775989194150339963930	true
97952794095319877808802203396527081908	true
138440276076835747782800561438517803392	false
226158234390039727489358333942747365218	false
172682222853544419301558447842241904950	false
81231553045874596244474538413006526699	false
113355174109674051055719252874831398915	true
105129503284257019346571062537632744153	true
113257422404404448187697421125243685611	false
226098503166928101579366560340343749135	partially false
152875386381361332907944761633108668287	true
338466453662145259191270437154360514455	partially false
255790380409837392988623679063015179300	false
189444909898518061700892032061369287955	true
295337553688260832046373096001561120206	true
241539950659389993784110406277708524347	false
307213843058518820455529477384913824169	true
25793309031685671413829796698252929814	true
138675248850509860949526610093702868912	false
122229483294928844621599015914563800884	true
179435152747220919361709033988170477960	false
519857488741237751843650574958672945	true
168082231285717284787590604033079660084	true
23668548203717988653082200102691652417	true
338194240429171837821224895361886554558	false
284457559143983387558726789291540457840	false
52805173419674617548158417719191824311	true
231632123079980171005333677438020655517	true
218910857940164763782025329110698806335	true
288960376836021847284203401866966127222	partially false
243197213639407098431871890339404078976	true
282845426951913260407644563977326060728	true
117663275889425976551030117856731698226	false
323077798596503297140118780198498651039	false
6599652432844345134359587636268008484	partially false
32290698902611132987502018405415492570	true
118335014210668826195212962301215679596	false
130454688452379039888351301139260987559	false
60223167635645978316907227702906027630	true
225761225397919572119243248130549004890	true
49117880361224822974898234009662197320	false
153938419299153068362313589730137047192	true
81456522420741344114984320164338358739	false
275563408579632033531911097561779132331	partially false
271885775039169941217846417707198029708	false
46055366457809845419297313543914580142	partially false
108862640924070894267862666722544232601	false
115477152052079584436021116195304879516	false
90396961368290957609462884369729058138	true
289194274798441297411826638961270551018	true
295161149459803861544499047384547156551	partially false
31526333871728023038920524991996913830	false
132941555494621431136463608983403025375	true
290603818694843055580043965034006534328	partially false
80267618262561564926597173071267011280	false
226133042788852825560927222478720705754	true
186468319544420269148128281112589098710	true
190614594104599449544624866088769874526	partially false
59172604166439513972360376371555856909	false
199768790578061317009182658849579033013	true
326671514276676367520590787901126271738	false
166710853374730181911697107193706171842	false
140473399847672697712248024445972944941	partially false
280303186199023045553056798566300443349	false
46528055277805466900511198774158857617	partially false
171116870300833280943692280698499737919	true
156634440165188607383603560524975088829	false
88698953480320817238715566642633202772	true
87448763487118211114213510310441399625	false
258810315475991821366436660942047394223	false
77075397988978064339599529296828868780	false
307181760563919341762295044660978896704	false
257224600313898494537618956968397182966	false
216951100434653711934824375027677351237	false
84637067928660119077532762666239802563	false
337046679907685199757090689358051673149	false
38056040435265022786313852701488768470	false
2273587750945679639086029673391855747	false
31223435998621822195608783513997002138	false
214771718672808553641293300477839797751	true
332029252002606105242789363894222980661	false
200591812085250448660444496687022553504	false
147194577403536386126502124419143484141	false
172725204388956939274363167554749497404	false
235514304645081986015645670958949722683	false
323232824456097877642429330334743158949	false
36036599484295005524699987115006439055	false
257283793264585430091174248288868740627	false
181776171653971281232679498341086884639	false
121268374887383727433159139174825700652	false
262974594639556235831174189902480285627	false
23449566086561061454458153938563580429	false
117143189235386571208507735825634239451	false
43803510027882166602613370024622253400	false
179957134392077596255234245184138900731	false
32649480617765272659152253012537483893	false
161023127295634729176533298010699613370	false
205913144382525292501547514806476797170	false
41183519597099367587643767554879484366	false
8763192251642145113254139436880519338	false
199891407840273220765295979593408465358	false
35097334457595402080502693848233676181	false
140706615353294340187256129925940587210	false
20844426404154833984067865143078351719	false
148727263868819966123170817979068312222	false
230086268386745250670143123404676464367	false
224660557576438683268100654599779510200	false
36570252281361431084124261358364492198	false
218551857775976356780709070668628574494	false
263114505531414303791785586406548215828	false
3028479271840617617637714748247650113	false
338625293913082082343892341639272241016	false
207826212350039483772944935207236011761	false
300647870900688744198621265127915881071	false
326441662820194383475388131882863837561	false
268370668370648255738660118533503945304	false
288876917494038596527249981433063494894	false
159175276289543842923715078380601247780	false
329248425970434586987123600788117578994	false
184079773754518429153174587664418931933	false
125477521943507214352145142125454832868	false
68945495994008539196171511634039040032	false
272658235764836449764380003294652943351	false
265053793271354102569578076773979945037	false
337329842699580300915600481601900922156	false
180628028931948671764090752641540963259	false
314293935470849751996728094165146829923	true
254172053131429149393140837627105343371	false
319949773570685690790917144392729638292	false
313504545446504736069610580521861619855	false
260297137620471377175155125632676289573	false
337864618343651181462830701883037240745	false
158632444722725395888152815684113872057	false
284526447952731111868534647897743252826	false
301325565766686385308273876017007793324	false
80987800685704129062070937467514192309	false
180764100240011065570831316146448364927	false
258005244636127011451033571563367702306	false
49638703529209033417026066433373292441	false
243444864429112759182029923714973412019	false
205138009495470707027148005016255904787	false
149641259706759832921997270759912607546	false
267860950489874138429741120283741488097	false
217660001030890063392569300988725544022	false
212898650654788846598089806629083729655	false
182731709068157625997034638532763258908	false
174150604354059945025318670536574693821	false
184519998621529118962014073463502723861	false
68892123898958173393740311512537889014	false
252517294563298138807623036396190080023	false
24344219167591250964656222017354846972	false
196752316744078652955574777373912372602	false
166043791354735587277406141730796234990	false
174665973219926192457495383593208019425	false
213849053812363584526502751166315743259	false
239337391144820599608413735279868749449	false
162275563216053023289719879253170901593	false
174443604534006121899597627844478357272	false
61323761999010139220286318939155228517	false
326301478215778777109732332945619136364	false
75764659884745117165288749870060790421	false
89243943631742039243839843335316297767	false
120934153702548786395740647825763957424	false
283899548878783417673018066072650768492	false
125728978820816086347251262105867078431	false
146875762745562153375243147238065372288	false
281605371309422949084306260368985031779	false
289535439558375674628494010753556240986	false
145415616364633085361608761283539967664	false
8772637043446317989906624299892776351	false
28561515612792127168021212422951312520	false
307384988730537202830153019019842191981	false
127009357762735600791851180485898386686	false
210503441525954263129476178197182825663	false
123434929823647002242066500330518325311	partially false
82371791301993633359657902051467520334	false
88992595120006181808580301868625504013	false
328882633528654456381238767974316020702	false
122286073100078548121868597338457532195	false
308479329863394697981520514877011478756	false
188400114705260793737092814606599394686	false
49502616749902706969724397347051491962	false
122196122531894442234664844195213258370	false
204862280233228919209371685435316794405	false
227895434246934226906719824485264657759	false
106327961760915852617404542513691152011	false
2115897196108502853822776676448533848	false
17742982538448250291582351327138076659	false
90379524223929603877040773169700635249	false
47352615852734682137765471562975835121	false
39089814778722780912608516108692327293	false
271588513686725890835292306161156102432	false
243860664657437129115243375517318764074	true
155162318731024885125315075182575857001	true
272550226107746940822145255262880376936	false
44552698923272633765331931773245091984	partially false
203655781341374058380057958672027257278	true
11574038183170737990271756777451485089	true
268382888379242065465215358900330032405	partially false
318773687242765777002562577675268584515	other
66220224251141740101074414944827436022	partially false
156767442211345646898723441924151360731	partially false
237542754828125217495988670821068686490	false
304835769788098776317768998422473332755	true
138077240217611324625299686163511147693	true
143131521995810020991003718039031950781	false
323498984092816741377831328790613693767	true
162163380081547921405937663713286753812	true
182242461509834261137362438601071045068	true
175682727938577327570026444780978361616	true
323848793341974455660445643700033735915	true
94216591127937230811006366293938298446	true
257582007347413851595881180649390966027	true
48130139620725308470447329384857503176	true
316281761148944453338682001018633537350	false
325319004916346934877291509512924943833	true
137122259927535493904716150166366117009	true
256022156144439375521147384621367172527	true
281483003869577413775635963346404519767	true
293530899562520902379817014000181673203	false
144335015352323140040064590453996495137	true
4246069377081890612236921346532887234	false
181144969905736999488633561890725845029	partially false
271365401191613905454099532388726242030	true
13863396326125996898942389521724964235	true
31454963731038004347028774602040422691	true
9760584251322343154879980817408811619	false
232807530237848800979888553354847446974	partially false
150333931854433329962693869137451312705	false
170386489009014447210636857799409847381	false
271200556774928242954472798159985504226	true
214186679327179569620029534188263536306	true
316760383988297589379190102770225647314	true
107058450799104328054189844319453474064	false
66652437025393751341725471806242230214	true
324869512618430956455658608946433351594	false
299074362055764562735182568545948987399	false
140726457597857267587934572155607181446	true
110709729161467250610742841942353150339	partially false
58860254526197656014709087064307479144	true
300197432427350970913546648510454594864	true
128650326129407756565017217296742467441	partially false
198930873535992678597826427569231667342	false
21197763390734956650681823598381431852	true
22883598473963018924938428321719197903	false
99159569760640467355769820499429206410	true
